duration,frame rate,description,hashtags,views,pixel_count,title_len,uppercase_ratio,emoji_count,has_exclamation,category_Autos & Vehicles,category_Comedy,category_Education,category_Entertainment,category_Film & Animation,category_Gaming,category_Howto & Style,category_Music,category_News & Politics,category_Nonprofits & Activis,category_People & Blogs,category_Pets & Animals,category_Science & Technology,category_Shows,category_Sports,category_Travel & Events
-0.12484851026217489,-0.2430037005363153,1,1,4078,2.816286553121135,0.33338075213829377,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.3964096171166653,0.5848689190946663,1,1,33,0.7572575214616987,0.17202191165727315,0.11764705882352941,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.017346269260736843,-0.41188971494103543,1,1,13227,0.7572575214616987,0.27959447197795356,0.16666666666666666,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6499789626161143,0.5799016833768802,1,1,43,-0.7526971017552214,-0.2582683296254484,0.11538461538461539,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.11855279011843955,-0.41188971494103543,1,1,222,0.7572575214616987,2.4310456783915613,0.39473684210526316,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.2161239979049053,0.5848689190946663,1,1,168,-0.7526971017552214,-0.9037036915495308,0.14285714285714285,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.40273166153004303,0.5799016833768802,1,1,138,-0.5811113491169351,-0.7423448510685101,0.7647058823529411,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.4818370841537427,0.5799016833768802,1,1,373587,-0.5425045547733206,-0.8499174113891905,0.06666666666666667,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.027487990109929108,-0.2430037005363153,1,1,1876,2.816286553121135,0.9788161140623761,0.7755102040816326,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.05364577668360904,-0.2430037005363153,1,0,50,-0.47815989753396326,0.22580819181761336,0.11428571428571428,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3033427972079588,-3.3889196551340453,0,1,3,-0.8405490071060241,-0.9037036915495308,0.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.02140295760041375,0.5848689190946663,1,1,93,0.7572575214616987,-0.6347722907478298,0.10526315789473684,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.42301510322842756,0.5799016833768802,1,1,447,-0.7526971017552214,1.516678915665778,0.03389830508474576,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.8163031845428675,0.5799016833768802,1,1,32,2.816286553121135,0.5485258727796545,0.0975609756097561,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.17961380284781314,0.5799016833768802,1,1,139455,-0.7526971017552214,-0.68855857090817,0.2777777777777778,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.13499023111136715,-0.4085782244625116,0,0,3,-0.7526971017552214,-1.0112762518702112,0.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.08833831520508272,-0.2430037005363153,0,1,22,-0.34089129542333413,0.27959447197795356,0.16666666666666666,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.36824981064278933,0.5799016833768802,1,1,90,0.7572575214616987,-0.4734134502668092,0.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.1978689003763592,-0.4085782244625116,1,1,46,-0.565096678870695,1.1401749545433968,0.15384615384615385,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.04958908834393213,-0.2430037005363153,1,1,40,-0.34089129542333413,-1.0650625320305513,0.18181818181818182,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.37839153149198157,-0.2430037005363153,1,1,242,-0.34089129542333413,0.33338075213829377,0.21621621621621623,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.34978402548002324,0.5799016833768802,1,1,41,-0.34089129542333413,0.3871670322986339,0.15789473684210525,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.1289051986018518,0.5848689190946663,1,1,119,2.816286553121135,-1.1188488121908915,0.0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.1773747710437547,0.5716229571805709,1,1,3,0.7572575214616987,0.11823563149693297,0.12121212121212122,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.6357805534272452,0.5716229571805709,1,1,132,-0.15729454010036772,-0.150695769304768,0.32142857142857145,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.36824981064278933,-1.8987489397982784,1,1,501,-0.5811113491169351,-0.2044820494651082,0.14814814814814814,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.3479663689444048,0.5799016833768802,1,1,18,0.7572575214616987,-1.226421372511572,0.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.12666616679779336,0.5799016833768802,1,1,652,0.7572575214616987,0.4409533124589741,0.28205128205128205,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.3479663689444048,0.5848689190946663,1,1,3,-0.47815989753396326,1.0863886743830564,0.09803921568627451,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5363916891051609,-0.2430037005363153,1,1,79054,0.7572575214616987,-0.8499174113891905,0.6,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.47778039581406584,-1.650387153908984,1,1,1307,-0.8405490071060241,-1.226421372511572,1.0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.7006875668620757,-0.2430037005363153,1,1,147,-0.48273551760431754,-0.68855857090817,0.05555555555555555,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.3094278297174742,0.5848689190946663,0,1,84,-0.20362269331270505,-0.8499174113891905,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.29725776469844345,0.5848689190946663,0,0,20,0.7521099488825501,-0.150695769304768,0.03571428571428571,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.4088166940395584,0.5765901928983563,1,1,34493,0.7572575214616987,0.010663071176252576,0.03225806451612903,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
